Link,GName,Structure,Description
https://go.drugbank.com/drugs/DB00801,Halazepam,https://go.drugbank.com/structures/DB00801/image.svg,"Used to relieve anxiety, nervousness, and tension associated with anxiety disorders."
https://go.drugbank.com/drugs/DB06786,Halcinonide,https://go.drugbank.com/structures/DB06786/image.svg,A corticosteroid used for the management and symptomatic relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
https://go.drugbank.com/drugs/DB01218,Halofantrine,https://go.drugbank.com/structures/DB01218/image.svg,An antimalarial used for the treatment of severe malaria.
https://go.drugbank.com/drugs/DB00502,Haloperidol,https://go.drugbank.com/structures/DB00502/image.svg,"An antipsychotic agent used to treat schizophrenia and other psychoses, as well as symptoms of agitation, irritability, and delirium."
https://go.drugbank.com/drugs/DB00793,Haloprogin,https://go.drugbank.com/structures/DB00793/image.svg,"Used to treat fungal (Tinea) skin infections such as athlete's foot, jock itch, ringworm, and tinea versicolor."
https://go.drugbank.com/drugs/DB01159,Halothane,https://go.drugbank.com/structures/DB01159/image.svg,A general inhalation anesthetic used for the induction and maintenance of general anesthesia.
https://go.drugbank.com/drugs/DB11578,Hard fat,https://go.drugbank.com/structures/DB11578/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB09155,Helium,https://go.drugbank.com/structures/DB09155/image.svg,"A gas used for medical conditions where there is a need for increased oxygen intake, such as upper airway obstruction in asthma and COPD."
https://go.drugbank.com/drugs/DB01109,Heparin,https://go.drugbank.com/structures/DB01109/image.svg,An anticoagulant indicated for thromboprophylaxis and to treat thrombosis associated with a variety of conditions such as pulmonary embolism and atrial fibrillation.
https://go.drugbank.com/drugs/DB04703,Hesperidin,https://go.drugbank.com/structures/DB04703/image.svg,A bioflavonoid found in a variety of nutritional supplements that is touted to have various beneficial effects on blood vessel disorders and various other conditions.
https://go.drugbank.com/drugs/DB00739,Hetacillin,https://go.drugbank.com/structures/DB00739/image.svg,Hetacillin is a beta-lactam antibiotic prodrug used to treat bacterial infections. In the body it gets converted to ampicillin.
https://go.drugbank.com/drugs/DB00756,Hexachlorophene,https://go.drugbank.com/structures/DB00756/image.svg,A chlorinated bisphenol antiseptic used as a surgical scrub and skin cleanser.
https://go.drugbank.com/drugs/DB00941,Hexafluronium,https://go.drugbank.com/structures/DB00941/image.svg,Used as an adjunct with succinylcholine (or suxamethonium chloride) to prolong muscle relaxation and to prevent succinylcholine-induced muscle fasciculations.
https://go.drugbank.com/drugs/DB03808,Hexamidine,https://go.drugbank.com/structures/DB03808/image.svg,An antiseptic drug used for dermatomycoses and superficial bacterial infections alone or in combination with clotrimazole.
https://go.drugbank.com/drugs/DB06261,Hexaminolevulinate,https://go.drugbank.com/structures/DB06261/image.svg,An optical imaging agent used to perform Blue Light Cystoscopy (BLC™) in order to detect carcinoma of the bladder.
https://go.drugbank.com/drugs/DB08958,Hexetidine,https://go.drugbank.com/structures/DB08958/image.svg,"An topical antiseptic agent used for disinfection and prevention of bacterial, fungal and yeast infections of the oral and vaginal mucosa."
https://go.drugbank.com/drugs/DB13265,Hexobendine,https://go.drugbank.com/structures/DB13265/image.svg,"Hexobendine is a medication used to cause vasodilation, to treat several conditions including angina pectoris. It has not been approved in the United States or the United Kingdom, but has..."
https://go.drugbank.com/drugs/DB06787,Hexocyclium,https://go.drugbank.com/structures/DB06787/image.svg,"The World Health Organization classifies hexocyclium as a drug for functional gastrointestinal disorders . Like other anti-muscarinic agents, hexocyclium was likely used to treat peptic ulcers or diarrhea."
https://go.drugbank.com/drugs/DB00473,Hexylcaine,https://go.drugbank.com/structures/DB00473/image.svg,"Used as a local anesthetic for surface application, infiltration or nerve block"
https://go.drugbank.com/drugs/DB11254,Hexylresorcinol,https://go.drugbank.com/structures/DB11254/image.svg,"An ingredient used to relieve irritation, pain, and prevent infection."
https://go.drugbank.com/drugs/DB05381,Histamine,https://go.drugbank.com/structures/DB05381/image.svg,An ingredient of topical drugs for the relief of joint pain or muscle aches and pains.
https://go.drugbank.com/drugs/DB06788,Histrelin,https://go.drugbank.com/structures/DB06788/image.svg,A GnRH agonist found in subcutaneous implants used for the treatment of pediatric patients with central precocious puberty and the palliative treatment of advanced prostate cancer.
https://go.drugbank.com/drugs/DB11181,Homatropine,https://go.drugbank.com/structures/DB11181/image.svg,"An anticholinergic agent used to dilate the pupil, treat inflammation of the uveal tract, and suppress a cough."
https://go.drugbank.com/drugs/DB00725,Homatropine methylbromide,https://go.drugbank.com/structures/DB00725/image.svg,"A muscarinic receptor antagonist used to treat peptic ulcers, gastric ulcers, and duodenal ulcers."
https://go.drugbank.com/drugs/DB11064,Homosalate,https://go.drugbank.com/structures/DB11064/image.svg,"As ingredient in many sunscreen for protection against sunburn, skin aging and skin cancer."
https://go.drugbank.com/drugs/DB04864,Huperzine A,https://go.drugbank.com/structures/DB04864/image.svg,Investigated for use/treatment in alzheimer's disease.
https://go.drugbank.com/drugs/DB08818,Hyaluronic acid,https://go.drugbank.com/structures/DB08818/image.svg,"A glycosaminoglycan used for the relief of joint pain, wound healing, ophthalmologic treatment, cosmetic treatment, and various other applications."
https://go.drugbank.com/drugs/DB01275,Hydralazine,https://go.drugbank.com/structures/DB01275/image.svg,"An antihypertensive agent used for the management of essential hypertension or severe hypertension associated with conditions requiring immediate action, heart failure, and pre-eclampsia or eclampsia ."
https://go.drugbank.com/drugs/DB00999,Hydrochlorothiazide,https://go.drugbank.com/structures/DB00999/image.svg,"A thiazide diuretic used to treat edema associated with a number of conditions, and hypertension."
https://go.drugbank.com/drugs/DB00956,Hydrocodone,https://go.drugbank.com/structures/DB00956/image.svg,An opioid agonist used as an analgesic and antitussive agent.
https://go.drugbank.com/drugs/DB00769,Hydrocortamate,https://go.drugbank.com/structures/DB00769/image.svg,Used topically as an antiinflammatory in the treatment of steroid-responsive dermatoses
https://go.drugbank.com/drugs/DB00741,Hydrocortisone,https://go.drugbank.com/structures/DB00741/image.svg,"A glucocorticoid used to treat corticosteroid-responsive dermatoses, endocrine disorders, immune conditions, and allergic disorders."
https://go.drugbank.com/drugs/DB14539,Hydrocortisone acetate,https://go.drugbank.com/structures/DB14539/image.svg,A corticosteroid used to treat inflammatory and pruritic corticosteroid-responsive dermatoses and ulcerative colitis.
https://go.drugbank.com/drugs/DB14540,Hydrocortisone butyrate,https://go.drugbank.com/structures/DB14540/image.svg,A corticosteroid used to treat inflammatory and pruritic corticosteroid-responsive dermatoses.
https://go.drugbank.com/drugs/DB14541,Hydrocortisone cypionate,https://go.drugbank.com/structures/DB14541/image.svg,"For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also used to treat endocrine (hormonal) disorders (adrenal insufficiency, Addisons disease). It is also used to treat many..."
https://go.drugbank.com/drugs/DB14542,Hydrocortisone phosphate,https://go.drugbank.com/structures/DB14542/image.svg,"A corticosteroid used to treat congenital adrenal hyperplasia, for emergency asthma treatment, hypersensitivity, and inflammation."
https://go.drugbank.com/drugs/DB14543,Hydrocortisone probutate,https://go.drugbank.com/structures/DB14543/image.svg,A corticosteroid used to treat inflammatory and pruritic corticosteroid-responsive dermatoses.
https://go.drugbank.com/drugs/DB14545,Hydrocortisone succinate,https://go.drugbank.com/structures/DB14545/image.svg,"A corticosteroid used to treat severe allergic reactions, dermatologic diseases, endocrine disorders, gastrointestinal diseases, hematological disorders, neoplastic diseases, nervous system conditions, ophthalmic diseases, renal diseases, respiratory diseases, and rheumatic disorders."
https://go.drugbank.com/drugs/DB14544,Hydrocortisone valerate,https://go.drugbank.com/structures/DB14544/image.svg,A corticosteroid used to treat inflammatory and pruritic corticosteroid-responsive dermatoses.
https://go.drugbank.com/drugs/DB00774,Hydroflumethiazide,https://go.drugbank.com/structures/DB00774/image.svg,A thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure and liver cirrhosis.
https://go.drugbank.com/drugs/DB11072,Hydrogen fluoride,https://go.drugbank.com/structures/DB11072/image.svg,A compound used in dentistry to prevent dental caries.
https://go.drugbank.com/drugs/DB11091,Hydrogen peroxide,https://go.drugbank.com/structures/DB11091/image.svg,A compound used as a disinfectant and sterilizer.
https://go.drugbank.com/drugs/DB00327,Hydromorphone,https://go.drugbank.com/structures/DB00327/image.svg,An opioid analgesic used to treat moderate to severe pain when the use of an opioid is indicated.
https://go.drugbank.com/drugs/DB09526,Hydroquinone,https://go.drugbank.com/structures/DB09526/image.svg,"A topical brightening agent used for the treatment of skin disorders associated with hyperpigmentation including melasma, post-inflammatory hyperpigmentation, sunspots, and freckles."
https://go.drugbank.com/drugs/DB13322,Hydrotalcite,https://go.drugbank.com/structures/DB13322/image.svg,An antacid indicated in the treatment of heartburn and excess gastric acid.
https://go.drugbank.com/drugs/DB00200,Hydroxocobalamin,https://go.drugbank.com/structures/DB00200/image.svg,A synthetic form of vitamin B12 used to treat vitamin B12 associated disorders and cyanide poisoning.
https://go.drugbank.com/drugs/DB09352,Hydroxyamphetamine,https://go.drugbank.com/structures/DB09352/image.svg,An indirectly acting sympathomimetic agent producing mydriasis for diagnostic purposes.
https://go.drugbank.com/drugs/DB01611,Hydroxychloroquine,https://go.drugbank.com/structures/DB01611/image.svg,An antimalarial medication used to treat uncomplicated cases of malaria and for chemoprophylaxis in specific regions. Also a disease modifying anti-rheumatic drug (DMARD) indicated for treatment of rheumatoid arthritis and lupus erythematosus.
https://go.drugbank.com/drugs/DB14187,Hydroxycitronellal,https://go.drugbank.com/structures/DB14187/image.svg,Hydroxycitronellal is approved by the FDA for use within allergenic epicutaneous patch tests which are indicated for use as an aid in the diagnosis of allergic contact dermatitis (ACD) in...
https://go.drugbank.com/drugs/DB11602,Hydroxyethyl cellulose,https://go.drugbank.com/structures/DB11602/image.svg,An ingredient used in formulations to alleviate irritation of the skin.
https://go.drugbank.com/drugs/DB14139,Hydroxyethyl ethylcellulose,https://go.drugbank.com/structures/DB14139/image.svg,Hydroxyethyl ethylcellulose modulates bacterial binding to salivary pellicle; moderately effective in preventing plaque formation.
https://go.drugbank.com/drugs/DB09106,Hydroxyethyl Starch,https://go.drugbank.com/structures/DB09106/image.svg,A plasma volume substitute used to treat and prevent hypovolemia.
https://go.drugbank.com/drugs/DB06789,Hydroxyprogesterone caproate,https://go.drugbank.com/structures/DB06789/image.svg,A synthetic progestin used for the prevention of spontaneous preterm births in singleton pregnancies in women who have previously had a spontaneous preterm birth.
https://go.drugbank.com/drugs/DB00840,Hydroxypropyl cellulose,https://go.drugbank.com/structures/DB00840/image.svg,A cellulose ether used to treat dry eyes.
https://go.drugbank.com/drugs/DB14753,Hydroxystilbamidine,https://go.drugbank.com/structures/DB14753/image.svg,Used in the treatment of nonprogressive blastomycosis of the skin and other mycoses.
https://go.drugbank.com/drugs/DB01005,Hydroxyurea,https://go.drugbank.com/structures/DB01005/image.svg,"An antimetabolite used to treat sickle cell anemia crisis, resistant chronic myeloid leukemia, and Locally advanced squamous cell carcinomas of the head and neck (excluding the lip)."
https://go.drugbank.com/drugs/DB00557,Hydroxyzine,https://go.drugbank.com/structures/DB00557/image.svg,"An antihistamine used to treat anxiety and tension associated with psychoneuroses, as well as allergic conditions such as pruritus and chronic urticaria."
https://go.drugbank.com/drugs/DB00424,Hyoscyamine,https://go.drugbank.com/structures/DB00424/image.svg,"An anticholinergic indicated to treat functional gastrointestinal disorders, biliary and renal colic, and acute rhinitis."
https://go.drugbank.com/drugs/DB11123,Hypochlorite,https://go.drugbank.com/structures/DB11123/image.svg,An antimicrobial used to treat and prevent infections of the skin and tissue.
https://go.drugbank.com/drugs/DB11075,Hypromellose,https://go.drugbank.com/structures/DB11075/image.svg,"An ingredient used in a wide variety of medications, and is not an approved medication."
https://go.drugbank.com/drugs/DB00710,Ibandronate,https://go.drugbank.com/structures/DB00710/image.svg,A bisphosphonate used to treat osteoporosis in postmenopausal women.
https://go.drugbank.com/drugs/DB12471,Ibrexafungerp,https://go.drugbank.com/structures/DB12471/image.svg,A triterpene antifungal indicated in the treatment of vulvovaginal candidiasis and prevention of recurrent vulvovaginal candidiasis in post-menarchal patients.
https://go.drugbank.com/drugs/DB09053,Ibrutinib,https://go.drugbank.com/structures/DB09053/image.svg,"An antineoplastic agent used to treat chronic lymphocytic leukemia, mantle cell lymphoma, and Waldenstrom's Macroglobulinemia."
https://go.drugbank.com/drugs/DB01050,Ibuprofen,https://go.drugbank.com/structures/DB01050/image.svg,"An NSAID and non-selective COX inhibitor used to treat mild-moderate pain, fever, and inflammation."
https://go.drugbank.com/drugs/DB00308,Ibutilide,https://go.drugbank.com/structures/DB00308/image.svg,"A class III antiarrhythmic agent used to correct atrial fibrillation and atrial flutter, which can be considered as an alternative to cardioversion."
https://go.drugbank.com/drugs/DB11341,Ichthammol,https://go.drugbank.com/structures/DB11341/image.svg,Ichthammol is also referred to as ammonium bituminosulfonate or ammonium bituminosulphonate. It is an ammonium salt of dark sulfonated shale oil (bituminous schists) produced via distillation of the oil followed...
https://go.drugbank.com/drugs/DB00702,Icodextrin,https://go.drugbank.com/structures/DB00702/image.svg,An iso-osmotic solution used for continuous peritoneal dialysis or automated peritoneal dialysis.
https://go.drugbank.com/drugs/DB00159,Icosapent,https://go.drugbank.com/structures/DB00159/image.svg,"A polyunsaturated fatty acid, usually found in fish oils, that is used in many supplements."
https://go.drugbank.com/drugs/DB08887,Icosapent ethyl,https://go.drugbank.com/structures/DB08887/image.svg,An ethyl ester of eicosapentaenoic acid (EPA) that reduces synthesis and enhances clearance of triglycerides that is used to treat patients with severe hypertriglyceridemia.
https://go.drugbank.com/drugs/DB01177,Idarubicin,https://go.drugbank.com/structures/DB01177/image.svg,An anthracycline antineoplastic agent used to treat acute myeloid leukemia (AML) in adults.
https://go.drugbank.com/drugs/DB09081,Idebenone,https://go.drugbank.com/structures/DB09081/image.svg,An analogue of ubiquinone used for the treatment of visual impairment in adolescent and adult patients with Leber’s Hereditary Optic Neuropathy (LHON).
https://go.drugbank.com/drugs/DB09054,Idelalisib,https://go.drugbank.com/structures/DB09054/image.svg,"An antineoplastic kinase inhibitor used to treat chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed small lymphocytic lymphoma (SLL)."
https://go.drugbank.com/drugs/DB00249,Idoxuridine,https://go.drugbank.com/structures/DB00249/image.svg,"A pyrimidine analog antiviral used for the treatment of viral eye infections, including herpes simplex keratitis."
https://go.drugbank.com/drugs/DB01181,Ifosfamide,https://go.drugbank.com/structures/DB01181/image.svg,"An alkylating and immunosuppressive agent used in chemotherapy for the treatment of cancers, including testicular cancer, ovarian cancer, cervical cancer, osteocarcinoma, bladder cancer, small cell lung cancer, and non-Hodgkin's lymphoma."
https://go.drugbank.com/drugs/DB04946,Iloperidone,https://go.drugbank.com/structures/DB04946/image.svg,An atypical antipsychotic agent used for the acute treatment of schizophrenia in adults.
https://go.drugbank.com/drugs/DB01088,Iloprost,https://go.drugbank.com/structures/DB01088/image.svg,A synthetic prostacyclin analog used to treat pulmonary arterial hypertension (PAH) and frostbites.
https://go.drugbank.com/drugs/DB00619,Imatinib,https://go.drugbank.com/structures/DB00619/image.svg,"A tyrosine kinase inhibitor used to treat a number of leukemias, myelodysplastic/myeloproliferative disease, systemic mastocytosis, hypereosinophilic syndrome, dermatofibrosarcoma protuberans, and gastrointestinal stromal tumors."
https://go.drugbank.com/drugs/DB14075,Imidurea,https://go.drugbank.com/structures/DB14075/image.svg,Imidurea is an antimicrobial preservative used in cosmetics. It acts as a formaldehyde releaser.
https://go.drugbank.com/drugs/DB01598,Imipenem,https://go.drugbank.com/structures/DB01598/image.svg,A carbapenem antibiotic normally administered with cilastatin to treat a variety of infections.
https://go.drugbank.com/drugs/DB00458,Imipramine,https://go.drugbank.com/structures/DB00458/image.svg,A tricyclic antidepressant indicated for the treatment of depression and to reduce childhood enuresis.
https://go.drugbank.com/drugs/DB00724,Imiquimod,https://go.drugbank.com/structures/DB00724/image.svg,"A toll-like receptor 7 agonist used to treat non hyperkeratotic, non hypertrophic actinic keratosis, basal cell carcinoma, genital or perianal warts, and condyloma acuminata."
https://go.drugbank.com/drugs/DB05039,Indacaterol,https://go.drugbank.com/structures/DB05039/image.svg,An inhaled long-acting beta-2 adrenergic agonist used to relax bronchial smooth muscle and improve symptoms and airflow obstruction caused by Chronic Obstructive Pulmonary Disease (COPD) and moderate to severe asthma.
https://go.drugbank.com/drugs/DB00808,Indapamide,https://go.drugbank.com/structures/DB00808/image.svg,A thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure.
https://go.drugbank.com/drugs/DB00192,Indecainide,https://go.drugbank.com/structures/DB00192/image.svg,For the treatment of life-threatening dysrhythmias and sustained ventricular tachycardia.
https://go.drugbank.com/drugs/DB11577,Indigotindisulfonic acid,https://go.drugbank.com/structures/DB11577/image.svg,A medication used to visualize ureteral orifices during cystoscopy and ureteral catheterization.
https://go.drugbank.com/drugs/DB00224,Indinavir,https://go.drugbank.com/structures/DB00224/image.svg,A protease inhibitor used to treat HIV infection.
https://go.drugbank.com/drugs/DB09490,Indium In-111 chloride,https://go.drugbank.com/structures/DB09490/image.svg,A diagnostic radiopharmaceutical agent used for radiolabelling monoclonal antibodies in preparations used for in vivo diagnostic imaging procedures.
https://go.drugbank.com/drugs/DB09473,Indium In-111 oxyquinoline,https://go.drugbank.com/structures/DB09473/image.svg,A radiopharmaceutical diagnostic agent used for radiolabeling autologous leukocytes as an adjunct in the detection of inflammatory processes to which leukocytes migrate.
https://go.drugbank.com/drugs/DB09425,Indium In-111 pentetate,https://go.drugbank.com/structures/DB09425/image.svg,A radiopharmaceutical diagnostic agent used for radionuclide cisternography.
https://go.drugbank.com/drugs/DB11835,Indium In-111 pentetreotide,https://go.drugbank.com/structures/DB11835/image.svg,"Indium In 111 pentetreotide (Octreoscan) has been used in trials studying the diagnostic of SARCOIDOSIS, Solid Tumors, and cushing syndrome."
https://go.drugbank.com/drugs/DB16024,Indocyanine green,https://go.drugbank.com/structures/DB16024/image.svg,"A diagnostic agent for vascular imagine and radiography of the eye, as well as liver function tests."
https://go.drugbank.com/drugs/DB09374,Indocyanine green acid form,https://go.drugbank.com/structures/DB09374/image.svg,"A diagnostic agent used for the determination of cardiac output, hepatic function and liver blood flow, and for ophthalmic angiography."
https://go.drugbank.com/drugs/DB00328,Indomethacin,https://go.drugbank.com/structures/DB00328/image.svg,A nonsteroidal anti-inflammatory (NSAID) used for symptomatic management of chronic musculoskeletal pain conditions and to induce closure of a hemodynamically significant patent ductus arteriosus in premature infants.
https://go.drugbank.com/drugs/DB08950,Indoramin,https://go.drugbank.com/structures/DB08950/image.svg,Indoramin is a discontinued piperidine antiadrenergic drug with the trade names Baratol and Doralese. It is a selective alpha-1 adrenergic antagonist with no reflex tachycardia and direct myocardial depression action.
https://go.drugbank.com/drugs/DB11886,Infigratinib,https://go.drugbank.com/structures/DB11886/image.svg,An FGFR inhibitor used to treat locally advanced or metastatic cholangiocarcinoma in adults with a fibroblast growth factor receptor 2 (FGFR2) rearrangement.
https://go.drugbank.com/drugs/DB05013,Ingenol mebutate,https://go.drugbank.com/structures/DB05013/image.svg,A topical agent used for the treatment of actinic keratosis.
https://go.drugbank.com/drugs/DB13156,Inosine pranobex,https://go.drugbank.com/structures/DB13156/image.svg,A medication used to treat subacute sclerosing panencephalitis.
https://go.drugbank.com/drugs/DB13178,Inositol,https://go.drugbank.com/structures/DB13178/image.svg,An ingredient found in a variety of nutritional products.
https://go.drugbank.com/drugs/DB08949,Inositol nicotinate,https://go.drugbank.com/structures/DB08949/image.svg,A vasodilator and source of niacin found in dietary supplements.
https://go.drugbank.com/drugs/DB06704,Iobenguane,https://go.drugbank.com/structures/DB06704/image.svg,A radiopharmaceutical agent used for the diagnosis of primary and metastatic pheochromocytoma or neuroblastoma.
https://go.drugbank.com/drugs/DB09546,Iobenguane sulfate I-123,https://go.drugbank.com/structures/DB09546/image.svg,For use in the diagnostic imaging of adrenergically inervated tissues for the purposes of detecting metastatic pheochromocytoma or neuroblastoma [FDA Label]. Also used to assess the sympathetic inervation of the...
https://go.drugbank.com/drugs/DB12407,Iobitridol,https://go.drugbank.com/structures/DB12407/image.svg,An iodine-based contrast agent used with X-ray or CT imaging.
https://go.drugbank.com/drugs/DB09403,Iocetamic acid,https://go.drugbank.com/structures/DB09403/image.svg,Iocetamic acid is a diagnostic aid (radiopaque medium)
https://go.drugbank.com/drugs/DB12754,Iodide,https://go.drugbank.com/structures/DB12754/image.svg,"Iodide has been investigated for the treatment of Goiter, Nodular."
https://go.drugbank.com/drugs/DB09420,Iodide I-123,https://go.drugbank.com/structures/DB09420/image.svg,A radiopharmaceutical diagnostic agent used for the evaluation of the thyroid function and/or morphology.
https://go.drugbank.com/drugs/DB09293,Iodide I-131,https://go.drugbank.com/structures/DB09293/image.svg,A radioisotopic agent used for the treatment of hyperthyroidism and thyroid carcinomas that take up iodine.
https://go.drugbank.com/drugs/DB05382,Iodine,https://go.drugbank.com/structures/DB05382/image.svg,An ingredient of nutritional supplements that is also used for disinfection.
https://go.drugbank.com/drugs/DB09537,Iodine povacrylex,https://go.drugbank.com/structures/DB09537/image.svg,An antiseptic agent used for disinfection of the skin prior to surgical procedures to prevent bacterial skin infections.
https://go.drugbank.com/drugs/DB04711,Iodipamide,https://go.drugbank.com/structures/DB04711/image.svg,A contrast agent used in cholangiography and cholecystography.
https://go.drugbank.com/drugs/DB01249,Iodixanol,https://go.drugbank.com/structures/DB01249/image.svg,"A contrast agent used during coronary angiography, particularly in patients with renal dysfunction."
https://go.drugbank.com/drugs/DB13813,Iodoform,https://go.drugbank.com/structures/DB13813/image.svg,No approved therapeutic indications.
https://go.drugbank.com/drugs/DB09448,Iodohippurate sodium I-123,https://go.drugbank.com/structures/DB09448/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB09382,Iodohippurate sodium I-131,https://go.drugbank.com/structures/DB09382/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB09480,Iofetamine I-123,https://go.drugbank.com/structures/DB09480/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB08824,Ioflupane I-123,https://go.drugbank.com/structures/DB08824/image.svg,A radiopharmaceutical used in single photon emission computed tomography (SPECT) brain imaging to help diagnose patients with suspected Parkinsonian syndromes.
https://go.drugbank.com/drugs/DB01362,Iohexol,https://go.drugbank.com/structures/DB01362/image.svg,A contrast agent for intrathecal administration used in myelography and contrast enhancement for computerized tomography.
https://go.drugbank.com/drugs/DB11705,Iomeprol,https://go.drugbank.com/structures/DB11705/image.svg,An iodine-based X-ray contrast agent.
https://go.drugbank.com/drugs/DB08947,Iopamidol,https://go.drugbank.com/structures/DB08947/image.svg,A diagnostic imaging agent used for angiography throughout the cardiovascular system.
https://go.drugbank.com/drugs/DB08946,Iopanoic acid,https://go.drugbank.com/structures/DB08946/image.svg,Iopanoic acid contains iodine and is useful as a contrast medium in cholecystography.
https://go.drugbank.com/drugs/DB01187,Iophendylate,https://go.drugbank.com/structures/DB01187/image.svg,Iophendylate is used as a contrast agent to locate spinal tumors.
https://go.drugbank.com/drugs/DB09333,Iopodic acid,https://go.drugbank.com/structures/DB09333/image.svg,An iodine containing cholecystography agent.
https://go.drugbank.com/drugs/DB09156,Iopromide,https://go.drugbank.com/structures/DB09156/image.svg,An X-ray contrast agent used during various types of imaging tests such as angiography and contrast computed tomography (CT) imaging tests.
https://go.drugbank.com/drugs/DB09133,Iothalamic acid,https://go.drugbank.com/structures/DB09133/image.svg,"A diagnostic contrast agent used in various medical imaging procedures, such as angiography, arthrography, and computed tomographic scans."
https://go.drugbank.com/drugs/DB09487,Iotrolan,https://go.drugbank.com/structures/DB09487/image.svg,"Nonionic, isotonic contrast medium designed for intrathecal use."
https://go.drugbank.com/drugs/DB09134,Ioversol,https://go.drugbank.com/structures/DB09134/image.svg,"A diagnostic contrast agent used in various medical imaging procedures, such as angiography, urography, and computed tomographic scans."
https://go.drugbank.com/drugs/DB09313,Ioxaglic acid,https://go.drugbank.com/structures/DB09313/image.svg,"A tri-iodinated benzoate contrast agent used in various radiological procedures including angiography, phlebography, urography, computed tomography (CT), and hysterosalpingography."
https://go.drugbank.com/drugs/DB09135,Ioxilan,https://go.drugbank.com/structures/DB09135/image.svg,"A diagnostic contrast agent used in various medical imaging procedures, such as angiography, urography, and computed tomographic scans."
https://go.drugbank.com/drugs/DB13444,Ioxitalamic acid,https://go.drugbank.com/structures/DB13444/image.svg,A contrast agent used for CT scans of the abdomen and pelvis.
https://go.drugbank.com/drugs/DB13293,Ipecac,https://go.drugbank.com/structures/DB13293/image.svg,An emetic agent used to induce vomiting in poisoning.
https://go.drugbank.com/drugs/DB00332,Ipratropium,https://go.drugbank.com/structures/DB00332/image.svg,An anticholinergic drug used in the control of symptoms related to bronchospasm in chronic obstructive pulmonary disease (COPD).
https://go.drugbank.com/drugs/DB16200,Iptacopan,https://go.drugbank.com/structures/DB16200/image.svg,A factor B inhibitor used to treat paroxysmal nocturnal hemoglobinuria.
https://go.drugbank.com/drugs/DB01029,Irbesartan,https://go.drugbank.com/structures/DB01029/image.svg,"An angiotensin receptor blocker used to treat hypertension, delay progression of diabetic nephropathy, and treat congestive heart failure."
https://go.drugbank.com/drugs/DB00762,Irinotecan,https://go.drugbank.com/structures/DB00762/image.svg,An antineoplastic enzyme inhibitor used to treat metastatic carcinoma of the colon or rectum.
https://go.drugbank.com/drugs/DB01592,Iron,https://go.drugbank.com/structures/DB01592/image.svg,An essential element commonly used for the treatment of patients with documented iron deficiency.
https://go.drugbank.com/drugs/DB00893,Iron Dextran,https://go.drugbank.com/structures/DB00893/image.svg,An iron supplement used to treat iron deficiency in patients who cannot take oral iron.
https://go.drugbank.com/drugs/DB12208,Iron isomaltoside 1000,https://go.drugbank.com/structures/DB12208/image.svg,"Iron isomaltoside 1000 is under investigation in Iron Deficiency Anaemia. Iron isomaltoside 1000 has been investigated for the treatment and basic science of Anemia, Gastric Cancer, Esophageal Cancer, Chronic Kidney..."
https://go.drugbank.com/drugs/DB11209,Iron protein succinylate,https://go.drugbank.com/structures/DB11209/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB09146,Iron sucrose,https://go.drugbank.com/structures/DB09146/image.svg,An compound used as a source of iron in patients with iron deficiency anemia associated with chronic kidney disease (CKD).
https://go.drugbank.com/drugs/DB11633,Isavuconazole,https://go.drugbank.com/structures/DB11633/image.svg,"Indicated for patients 18 years of age and older for the treatment of invasive aspergillosis [FDA Label].
Indicated for patients 18 years of age and older for the treatment of..."
https://go.drugbank.com/drugs/DB06636,Isavuconazonium,https://go.drugbank.com/structures/DB06636/image.svg,A triazole antifungal used for the treatment of invasive aspergillosis and mucormycosis.
https://go.drugbank.com/drugs/DB08944,Isoaminile,https://go.drugbank.com/structures/DB08944/image.svg,"Isoaminile, an antitussive drug with a structure similar to methadone, is also an anticholinergic with both antimuscarinic and antinicotinic properties."
https://go.drugbank.com/drugs/DB01247,Isocarboxazid,https://go.drugbank.com/structures/DB01247/image.svg,A monoamine oxidase inhibitor used to treat enduring and debilitating symptoms of depression following inadequate clinical response to other antidepressant drugs.
https://go.drugbank.com/drugs/DB08943,Isoconazole,https://go.drugbank.com/structures/DB08943/image.svg,An imidazole antifungal used for superficial skin and vaginal infections.
https://go.drugbank.com/drugs/DB00221,Isoetharine,https://go.drugbank.com/structures/DB00221/image.svg,"For the treatment of asthma, wheezing, and chronic asthmatic bronchitis."
https://go.drugbank.com/drugs/DB14188,Isoeugenol,https://go.drugbank.com/structures/DB14188/image.svg,Isoeugenol is approved by the FDA for use within allergenic epicutaneous patch tests which are indicated for use as an aid in the diagnosis of allergic contact dermatitis (ACD) in...
https://go.drugbank.com/drugs/DB00753,Isoflurane,https://go.drugbank.com/structures/DB00753/image.svg,An inhaled general anesthetic used in surgery.
